tweet_english,labels
All of us voted for Mr Prabowo,netral
Let's improve the nutrition of the Indonesian people together with Prabowogibran,positif
the program is clear,positif
this is our people's choice,netral
I already know who the leader is,netral
a critical note for Anies,negatif
"It's cool that West Java is starting to be controlled by the LSI candidate pair, Prabowo Gibran said electability has been held in West Java",positif
"If the candidate pair loses in the election, it is certain that many in the Jokowi government era will go to prison with the harshest punishments for corruption and human rights violations, some of which can even be executed.",negatif
"Please try it on the spill, if anyone knows what the survey questions are, don't don't do this, do you like blt, yes, candidate, do you like milk, yes, candidate, do you like jogging, yes, candidate, yes, you might as well score the survey results, sir.",positif
"especially for the honorable citizens of West Java, so as not to be affected by the curse of the illegitimate child of the constitution, it is better to avoid the candidate pair because the virus will multiply and eat away at the reforms that were paid for with their lives for the sake of upholding democracy.",positif
"If the citizens of Semarang are free from the curse of the illegitimate child of the constitution, it would be better to ignore the candidate pair's request",positif
how come it's hard to say the words,negatif
"Nah, that's right, let others know, Gus",negatif
"Watch out, bro",netral
"ready, the most correct, the most professor hahaha",positif
Gus Miftah really likes it when he talks about it,positif
yoo mung mas gibran deengane central wng ehehe,netral
Unair sociologist Novri Susan said that the statement by vice presidential candidate number Mahfud MD about a mother giving birth to an uncivilized child was a big sin against the nation,negatif
That's why you ask other people about etiquette,netral
Gus Miftah roasts people who oppose Prabowo Gibran,netral
"Horrible, bro, Gibran deengane central wng ehehhe",negatif
"Why choose a wong candidate pair if Jokowijokowi officers only prioritize their family, not their people?",netral
"ciiee who gets excited about little kids and your young man is already feeling shaken, right?",positif
is it ethical?,positif
what do you think der,netral
Gus Miftah when he talks about likes it right,positif
next to the auto tap the steering wheel,netral
"No need to worry, submit it to the center",negatif
This is getting more and more confusing,negatif
"it's really bad, it's too bad",negatif
game center support indeed,positif
"This program is so cool, the winner is sure to keep up the enthusiasm for the candidate",positif
"Why is it that every time you want to elect a president, this case is brought up because the candidate pairs are involved, sir, almost a year ago, they never discussed this issue, Mr. Mahfud is a firm person and is brave enough to open a case that has been open for a long time, please have peaceful politics.",positif
"Barisrfg is confident of winning, their actions always amaze them, they fight all out for the candidate pairs, for example there are cheap redemptions for basic necessities",positif
"Budiman Sudjatmiko, why do those who support Prabowo have to be stupid? Let's be smart about the candidate pairs",positif
"haha at this disbandment, yee, the speeches from the candidate pairs were monotonous & boring, not interesting at all, and did not truly reflect a sincere spirit for the people, plus from a ruler who was not neutral, the people realized before it was too late to support & vote other than the candidate pair.",negatif
"After the development of the city in the Pantura version of the candidate pair, my brother's LFP Manyala was published",netral
die hard as hard as hard it is not the candidate pair but sir wawaw close your eyes to all the shortcomings and when asked about the source of candidate pair information the answer is trustmebro tiktok,negatif
"Yesterday, now I really enjoyed the image of the Divide et Impera candidate pair",positif
"Oh yeah, forgot to mention that Samsul is the ultimate person, so he can be as clever as he wants",positif
too ultimate definition,netral
pictures of three Indonesian vice presidential candidates need awesome illustrations and logos moshimoshicatalystcom,positif
"Apart from mentioning that Cakimin Imin often uses packaging made from plastic bottles, Gibran said that he and presidential candidate Ganjar Pranowo Mahfud MD use glass bottles.",netral
he threw himself down,netral
Tom Lembong's name has become a hot topic of conversation again after the vice presidential candidate Gibran Rakabuming Raka's serial number was mentioned during the vice presidential debate. So what is Tom Lembong's profile like?,positif
x users attacked gibran for trying too hard to be savage during the debate netizens tweeted gibran failed and instead looked arrogant slang for rude attitude,negatif
Watch the following video to understand Prabowo's food security program which supports national resilience,positif
Buy Prabowo Gibran presidential and vice presidential candidate t-shirts here,netral
greenflation explained,netral
Tafsir Zaharal Fasfa ala Mahfud MD in the general election debate,netral
"The Koran talks about green energy, keywords for Gibran's mainstay vice presidential debate",positif
The origin of the expression that farmers help the country was quoted by Gus Imin in the vice presidential debate,positif
"Prabowo Anies' age difference is a year, Imin Gibran's age difference is a year, when Anies was bullying Prabowo, he was told about the debate strategy, when Gibran turned it back to his vice presidential candidate, he was said to have no fair ethics, even though the age difference was almost the same.",negatif
The morals poll was considered to be the most striking impression in the vice presidential debate,positif
expert said about the cawapres debate Cakimin Iminmahfud MD at the policy level Gibran played guessing via,positif
very specific he not only knows the roadmap but also the terms numbers years places names of events etc.,netral
"Gibran showed a bowing gesture as if he was looking for something after Mahfud gave an answer about how to deal with green inflation, green inflation which Gibran had previously asked.",netral
statement vs data from the three vice presidential candidates in the debate of the fourth statement of who is the most correct,netral
Mr. Gibran slows down and the professor is confused hahaha,positif
Gibran upholds etiquette for shaking hands after the vice presidential debate. See Ira Rachmi's video,negatif
Vice Presidential Candidate Gibran Throws Out the Foreign Term Green Inflation at Vice Presidential Candidate Mahfud MD in the Presidential Election Debate at the Jakarta Convention Center JCC,netral
Netizens salfok the Naruto jacket worn by Gibran during the vice presidential debate. Where to buy it,negatif
apologies to all the vice presidential candidates and after the vice presidential debate on Sunday night,netral
"leaving a number of highlights, one of which is adab gibran rakabuming raka cawapres serial number who always expresses his thanks to mahfud md and muhaimin iskandar",positif
"At night, I'm giggling and saying, revoke the permit for illegal mining. I wake up laughing again. Prabowo is proud of Gibran about mastering the debate theme about the economy. Presidential candidates are senile, vicepresidential candidates, as long as you still vote, the more confident I am, Indonesia is sinking.",positif
"If you are more confident about who your chosen vice presidential candidate is, what do netizens think? Let's comment below",positif
its a meme,netral
"Hey, it's really hard to learn the etiquette of this unstable kid to differentiate between being serious and joking. Leading Konoha isn't that joking, Samsul",negatif
it's not dangerous to pass by,positif
Palson's turn to attack back was said to have no ethics and no etiquette upss which is only permissible and if that's not permissible because it violates ethics the one who has no ethics is Palson and yes it turns out yes,negatif
"Instead of being confused, it's better to listen to this a",positif
vice presidential debate vice presidential debate singing,netral
"I'm stocking up for TikTok content creators and don't panic, please",positif
"Raffathar Top Steady is the best, Mas Gibran",positif
"Now he says that Gibran, who attacked you yesterday, also attacked him. Why, if you don't like him, everyone becomes a personal attack.",negatif
"Prabowo's question about ethics is now being pushed back by Gibran, who said that ethics is for young people, not just young people.",netral
Vice President Gibran Rakabuming Raka appeared wearing a light blue jacket with shades of Naruto anime characters in the debate at JCC Senayan,netral
"The PDIP secretary general admitted that he was surprised by Gibran's change in attitude during the vice presidential debate, which he said was an attitude transmitted by Prabowo, Gibran, Hasto, Prabowo.",positif
"sat for more than an hour in the office while watching, I didn't think that the boy was really smart, brave and really relaxed, it would have been more exciting if the debate had been against him.",positif
"the fourth debate is over, Gus Imin is cool, hits right on target, Prof. Mahfud is professional with his knowledge, Gibran makes a lot of mistakes, his concentration is more like knocking out his debating opponent, he thinks he's cool, haha ​​tacky",positif
"What is greenflation? It's as simple as green inflation, but in full it's the increase in the price of technology and goods related to renewable energy as the world transitions to a green economy, leaving behind an economy based on fossil fuels.",positif
moments when supervisors rarely provide guidance but ask for acc,netral
"Wow, the heated debate between the fourth vice presidential candidate, serial number, Gibran Rakabuming Raka and Prof. Mahfud MD, vice presidential candidate serial number.",positif
"wearing a jacket bearing the animated film symbol, the vice presidential candidate explains the importance of downstreaming for development development, especially in the agricultural sector which supports the nation's food stability",positif
here's how,netral
"Indonesian young people need to be given optimism, not fear",positif
why are you so upset?,negatif
"This is the point, guys, take note",netral
"In fact, just answer yes, it's simple, no need to beat around the bush, guys",positif
"You have to drink a lot of coffee, Mr. Vice President and his team",netral
asked him what he answered,netral
"Hey, how about it, bro?",netral
"As the poet used to say, every word and action must go hand in hand",positif
"The scheme is neat like this, bro",positif
the use of land banks is a solution,positif
"Agrarian reform is an important sector, guys",positif
that's why,netral
"sense of belonging is a sense of belonging, guys",netral
"Relax, don't be tense",positif
All projects carried out by the government must be beneficial for indigenous peoples and guys,positif
Gibran explains and describes the solution for farmers,positif
I've given you a solution,positif
Mas Gibran is really top,positif
"You still have to protect the environment and natural balance, guys",positif
Debate for the four vice presidential candidates in the Samsul general election its your time,netral
"The energy transition must continue to be encouraged, guys",positif
Prabowo Gibran's strategy to build a green energy king,positif
transition is important,positif
"You can judge for yourself, guys",netral
"million jobs firmly and clearly, guys",positif
"according to Kaesang Mahfud MD has a deep understanding of all the issues that will be discussed in the theme of the fourth vice presidential debate, Gibran's tough opponent, read in full",negatif
Deputy Secretary of TKN Aminuddin Maruf said that Vice President Gibran was preparing to give a surprise at the fourth debate which was held this Sunday in January.,positif
"The statement on the potential of Indonesian crypto in the vice presidential debate is part of the digital downstreaming program and Indonesian gold. The idea is interesting, but I'm curious. Here's the link.",positif
"The statement about the potential of Indonesian crypto in the vice presidential debate was surprising, he said, it was part of the digital downstreaming of Gibran's ideas about Indonesian crypto, which is indeed interesting, but I'm curious about the link.",positif
"Come on, let's listen carefully and carefully",positif
"After the vice presidential debate, Mas Gibran became increasingly popular with the public. Check the facts",positif
Trisakti students take down posters,netral
Sir's sincerity in his closing statement is very real. I hope that the desire to embrace all groups can be realized and bring Indonesia further forward. The best vote for Prab Owo,positif
"I can't help but respect Sir, who always appears sincere in his closing statement, which shows that he wants to embrace all these people who are called the best true leaders. Vote for Prab Owo.",positif
I am very grateful that Prabowo-Gibran is expected to bring extra attention to teachers and lecturers so that their welfare will increase,positif
eat eat and eat,netral
"Erick Thohir and Kang Emil have confirmed their determination to vote for the number in the February general election. Which one do you choose, guys?",positif
"the excitement of the fun futsal match which took place in Indonesia at the GBK Senayan arena, apart from Gibran, this event was also enlivened by artists from the capital, including Baim Wong, Jerry Likumahwa and many more.",positif
"Prabowo, I want to work for all Indonesian people, including those who...",positif
"Presidential candidate number Prabowo Subianto admitted that he received strong support from lower society, especially residents of South Sulawesi, South Sulawesi",positif
TKN denies the news that Prabowo is sick and being treated at RSPA. The presidential candidate is still energetic in campaigning together in Surabaya.,negatif
Prabowo Subianto in the Political and Economic Outlook event by Trimegah Securities,positif
cassava with seeds,netral
Don't forget to vote,positif
"The presidential candidate's camp repeats the initial story of Surabaya's rise to become Pres. Principal must be pinbot persecuted. The people don't need a super intelligent presidential candidate. Gareng-style president, horreee",negatif
please take a look,positif
What do you think? Is it true that there are shrimp behind the elephant?,positif
wkwkwkwk sorry yeah got empathy from paid citizens I mean not stupid really see full of drama pretending we want change president of Indonesia come on,positif
The curse uttered by presidential candidate number Prabowo Subianto has now received attention from the Indonesian Election Supervisory Body (Bawaslu) and the curse is even considered to be a criminal violation of general elections.,negatif
"RI must be able to hold state secrets, especially regarding national defense",positif
Prioritizes transparency Hetifah launches digital information center for East Kalimantan community,netral
"Sir, don't just use your voice, but give space and together build a welcome and for",positif
Prabowo Subianto apologized to his competitors Anies Baswedan and Ganjar Pranowo. This was conveyed in the closing sentence of the final presidential election debate.,positif
Through the Indonesian Movement program Bertadarus Al Quran Gibran Airlangga Hartarto will create Hafiz Village,positif
"Wenny Haryanto holds outreach to accelerate stunting reduction in Mustikajaya, Bekasi",positif
Special Chinese New Year event only on Spinwin Link,positif
"In the past it was Prabowo who supported Anies to imprison Ahok besides Maruf Amin and other gangs of criminals and Jokowi who ignored Ahok's case so he was jailed, now Jokowi teams up with Prabowo and there is no reason for Ahok to support them.",negatif
Prabowo is very relaxed and often agrees with Anies' ideas when debating fun stories behind the political scene that you don't know yet,positif
okay,positif
Pragibsip volunteer support love candle,positif
Carpentry associations hope that employment opportunities will be easy if Prabowogibran wins the presidential election,positif
simple ootd top,positif
prabowogibran winswinwinsone round,netral
Tegal society has agreed,positif
"no fuss, no need for tegal gas pol",negatif
"One round immediately sinks in two rounds, amen",netral
"Doremi is really crazy about this game, register",negatif
Want to know one of Prabowo's achievements in recycling waste as governor?,negatif
"Honestly, I like Mr Gangar & Mr Mahfud, this person for me is the same as Mr Jokowi, he's good, but because Gangar's successful team always attacks Mr Jokowi, it makes me & a lot of people sick of seeing this kind of behavior so the support for No continues to flow",positif
"Choose a leader who can improve the welfare of the people. Don't forget guys to come to the polling station. Your vote means a lot to our nation. I'm sure I'll vote. What about you, Umay?",positif
This is a form of fear that true Brati supporters will realize that the next round will no longer exist,positif
"It doesn't matter if this is a setting or not, but the main point is that you can't campaign without bringing down your opponent, just focus on your vision and mission.",positif
"Puteri Komarudin Jokowi's social assistance is a joint decision between the government and the DPR, all candidate pairs agree",positif
best friend,positif
"Brothers and sisters, please pray that the general election will run safely and peacefully and that Prabowo's father and Gibran will win one round so that your future will be bright.",positif
"The president is not only the leader of the government, he is also a political leader. As a political leader, the president can take sides and state his political choices. Isi Denny Ja",netral
"why is it possible that Prabowo's father is loved by many people, especially children who are still innocent, what kind of deeds have you done, sir, bismillah, win one round",positif
hopefully plan to go to gk to watch the concert on feb,positif
"I can't just test it slowly, uncle. Open this and watch more trending videos",netral
welcomes victory in legislative candidates for DPR RI Golkar Party for West Java electoral district VII serial number Achmad Taufan Soedirjo calls mass organizations MKGR Era Adies Kadir Golden Generation,positif
"DPR RI legislative candidate, Golkar Party, NTB II electoral district, serial number Sari Yuliati, wherever you go, the island of Lombok becomes a touch to your heart",positif
Prabowo Gibran launched several nutritional improvement programs for Indonesia to advance towards a golden Indonesia. The target of the nutritional assistance program is starting from mothers before pregnancy during the first day of pregnancy for children aged elementary school and junior high school.,positif
Became a cadre of the Golkar party since birth. Legislative candidate for DPR RI NTT II electoral district serial number Gavriel Putranto Novanto promises to empower the economy of the people of NTT,positif
retired TNI Polri West Java support winning one round of Syalalala,positif
"Tanang Pak Jokowi, the people are still with you, we are ready to defend you from the hands of evil hands who want to cause chaos in this country.",negatif
Mukhtarudin Milad HMI for momentum to prevent negative issues ahead of the general election,negatif
I also tweeted why read the caption if the institution doesn't want to support it and it doesn't matter why the important thing is that the students support it and there are no hoaxes,negatif
declaration title in riau friends bang ara the people want to choose the definite ones syalalala,positif
"Al Falah Ploso Islamic Boarding School, Kediri, declares support for Prabowo-Gibran",positif
"God willing, one round of the populi center survey Prabowo-Gibran Amin Ganjar Mahfud",positif
cc in mindra notes from an Indonesian doctor bwt cc uncle kaa,netral
Whatever people say about Mr. Mas and Mr. Our choice will still win and we hope that today I will talk to the elders and Mr. Halim. He ordered us to vote for this pair inside and outside.,positif
member of the expert council of the national campaign team Prabowo Subiantogibran Rakabuming Muhammad Siroj asked the public to give President Joko Widodo Jokowi the opportunity to build a political family.,positif
"closing the evening, the fun of having a millennial RI is exciting, yes, if since independence you have never been a millennial presidential candidate then it is time to prepare young people to shake up the world, don't just make slogans but make it happen",positif
Airlangga Hartarto appealed to Golkar party cadres to remind the public to attend the polling stations,positif
"Prabowogibran will attend, Pan apologizes that the big campaign in Gbla will cause traffic jams",positif
"yes, really, really, really, like I'm tired of studying, blah blah blah, I'm really sorry, I'm a government science student at Unpad who has basically studied government and politics and I still get called stupid by people who are not familiar with the world of politics, sick tauga",negatif
kitapakbowo kitagibran,netral
Prabowo-Gibbon's electability poll tracking survey in East Java reaches 100 percent,positif
"Rumors emerged that he would join Prabowogibran Jokowi's campaign, emphasizing that the issue was not true, find out more gt gt",positif
"If it really happens that you pee in your kuntet's pants, you'll pee too",netral
"Actually, Ahok's attack on Jokowi and Gibran was simple. Ahok spoke more casually but still with his blunt style. In essence, he said that the only party that could maintain democracy and allow minority people to be appointed as regional heads based on meritocracy was Pdip.",positif
Golkar legislator Commission Xi DPR RI asked the government to strengthen the foundation of this year's APBN for reasons,positif
"In general, with increasing age and education, people become wiser and smarter, why is this one even stranger? It's right that we don't choose",positif
"Greetings Bogor residents, Airlangga, Jokowi's program will be continued by Prabowogibran",positif
Senior Golkar Tantowi Yahya's final presidential and vice presidential debate was amazed that Prabowo looked cool,positif
"I want to live at any hour of the day, please",positif
"Thanks to Muhammad Fauzi, the Munte port, which was dormant for a long time, is now operating again",positif
ok gas,positif
"In the past, Prabowo's father criticized and ridiculed him for dancing, now he sings and dances in public and his voice is no longer good in Indosiar. Praise be to Allah who shows his power. Today, Allah shows it.",positif
all in,netral
Mahfud MD considers Gibran's candidacy not a political dynasty,netral
"in the tweet, how come you get bullied so much by tweet users, it's strange how many people are inciting people to instigate them with their own choices, I'm not laughing, when I read it, I'm even more convinced that I'll definitely win.",positif
"If there is a real political dynasty, it's Hari Tanoe, sir",netral
ready to enliven the date at GBK,positif
Minister of Industry Agus Gumiwang invites industry players to use my air,netral
"Dewi Asmara, legislative candidate for the Golkar Party, DPR RI, West Java electoral district IV, serial number",positif
Leriadi's commitment to resolving the land problem for the Langkatungrono settlement in Binjai,positif
"response to Mahfud MD's statement about party leaders being like ducks, Ahmad Doli's hobby of attacking",positif
"Gen Z will definitely vote for Prabowo Gibran because there are young people who understand that collaboration makes society prosperous and many more things about how to be all in, right?",positif
All the young cadres of the Golkar party and the editors of Golkarpedia wish the Gerindra party a happy anniversary in February,positif
That's the institution if the students support it,positif
more confident to support,positif
"Uncle Dewan talks about the ballot papers that were voted in Malaysia, what's up with Indonesia tonight, TV One",netral
"open to the public, our blue sky, GBK, will be celebrated by the official",positif
"for the despicable, you have enough free food, but there are still many of our people in remote villages who are hungry, for the despicable, where is your conscience?",positif
So it's clear that everything that academics have done recently does not represent the campus and could be the personal wishes or wishes of a group of people who are hurt or whose interests are disturbed.,netral
"Sailing in the sea, full facts, why do some people say it's edited, there are those who say it's quiet, sorry yee",negatif
all we know is just curse more haters more jobs and popular with blue and strong blue men,negatif
"Thank God, the students of Pesantren Pesantren Tegareng Jombang support it, let's keep going, let's prepare the gemoy t-shirts",positif
"I am sure that I will be able to eradicate the poverty of thousands of people in Central Java, especially in Indonesia. I like GP, but for the sake of the Indonesian people, I choose",positif
Usually it's clear that there's a video of PP's cane ireng supporting those who don't support it. Those who write letters that support it have videos,positif
"preparations for legislative elections for Golkar, South Barracks district, prepare witnesses to guard the general election",netral
"It looks like it's going to be really lively but I don't have the money. I want to go there. I hope the event can run smoothly and keep it clean together. Come on, don't forget that after the event, food waste or other things will be cleaned up by yourself.",positif
the voting is getting closer and more confident to support,positif
"Yes, that's all there is to Sicak supporters",positif
Tini Kartini appreciated the Golkar Tasikmalaya Party's gemoy gymnastics event which was very lively and exciting,positif
This is why I don't think much about it,netral
what major are you studying?,netral
win one round,positif
TKN Prabowogibran spokesperson Andre Rosiade denied the statement by vice presidential candidate Mahfud MD who said that political parties that do not carry candidate candidate numbers are like ducks controlled by the LD oligarchy.,positif
I'm sure the ones who are shouting cureng are the ones who are frustrated,negatif
What does this have to do with new losses?,negatif
"The general election is only a week away, which presidential candidate pair will win?",positif
After Prabowo comes to power there will no longer be a general election for the next president to be appointed directly by Prabowo,negatif
"It's not the time for politicians to make promises or empty talk, said Gus Sadad",positif
not talk talk,netral
a series of awards achieved by ahmed zaki iskandar during his period leading tangerang district,positif
"In his campaign at Deli Serdang, Pak Prabowo not only conveyed his vision and mission but also emphasized that he was a real witness to President Jokowi's hard work for the Indonesian people.",netral
Gerindra Hut Prabowo wants to give the best to Indonesia,positif
Prabowo's hopes for the best for Gerindra at the hut for the nation,positif
A number of artists and influencers support Prabowogibran in the presidential election,positif
Prabowo video promises that Indonesia will become a country that uses environmentally friendly energy,positif
Ahmad Muzani apologizes to Prabowo as a form of sincerity,positif
Zita supports the downstreaming of Prabowogibran for young people to be more advanced,positif
Poltracking survey in East Java Prabowo rewards Anies,positif
Gontor alumni forum supports Prabowogibran because he has social piety,positif
Prabowo's promise that if he becomes president will continue food self-sufficiency,positif
Gus Karim's prayer for Prabowo-Gibran for the sake of a progressive Indonesia,netral
Anies Prabowo's electability was hampered a week before the voting,netral
"Prabowogibran's electability percent in the important TPN Ganjarmahfud population survey, February results",positif
Prabowogibran Amin Gangarmahfud Center Population Survey,netral
Prabowogibran Center Population Survey percent Aniesmuhaimin percent Gangarmahfud percent,netral
"Jokowi's work needs to be continued, not changed",netral
thank you for supporting in this election,positif
Tasikmalaya Golkar Party general election targets DPR RI seats and seats than,positif
"increase the paddy and welfare of the Tini Kartini community, ready to make Garut and Tasikmalaya national tourist destinations",positif
"As expected, after the debate, Surepay was published",netral
Prabowo's desire to build a medical faculty is very excessive,positif
There are many remote areas in Indonesia where it is difficult to even eat. Many people in remote villages are malnourished so it is better to eat for free than free internet.,positif
Golkar holds Airlangga Al-Quran tadarus hoping for a calm atmosphere ahead of the general election,positif
"I'm really curious about how this free meal will be implemented in the future, whether it's only once as an important condition for promises to be kept or whether many people get it wrong or right every day until next year they can eat for free.",positif
"Just by talking about free food, it's obvious that you won't be queuing",positif
"Secretary General of the Gerindra Party, Ahmad Muzani, responded by expressing gratitude because his party was carrying Prabowogibran in the second presidential election.",positif
"TKD East Java Regional Campaign Team, Vice Presidential Candidate Prabowo Subiantogibran Rakabuming Raka assesses that the high electability of the candidate pair number is due to the large-scale migration of voters",positif
"Come on, let's support those who want to be the same as me. This is parachute material. The color is beautiful",positif
"However, Ganjarmahfud highlighted the ethical violation, saying that Gibran's candidacy could be canceled and he should withdraw",netral
Gibran's message of peace to January date supporters,positif
"Come on, take a peek at the excitement of the Gemoy Oke Gas dance at the Match Fun Futsal event which took place at the Indonesia Arena GBK Senayan today, Friday, February.",positif
"It's been answered why Gibran is called starfruit, his nickname has been used as a giveaway and even as merchandise",netral
accompanied by Khofifah and Emil Dardakgibran campaigning in Sidoarjo,netral
Garuda's support for running for vice presidential candidate,positif
"Songong is a red flag, not Australia",netral
look for the gibran parody effect in the effect button on the bottom left of the ai parodyame then click the camera button click the shutter button below and move your face close to the camera automatically your face will become the face of gibran prabowogibran,netral
"Do you agree with Mr. Prabowo's words? If you want to order a jacket like Mr. Gibran, just order the imitation jacket by clicking the link below or you can order via WhatsApp?",positif
This is a long matter of differing perceptions regarding translating Mas Gibran's gimmicks,netral
vice presidential candidate serial number Gibran Rakabuming Raka received the highest negative sentiment on Twitter x social media during the FRZ vice presidential debate,negatif
Presidential election debate: Entrepreneurs hope candidate pairs will touch on Pak Tom's palm oil industry,positif
Drone Emprit's social media data analysis account,netral
"ok gas ok gas if you want to order a jacket like Mas Gibran, let's just order, click the link below or you can order via WhatsApp",positif
lack of coordination or indeed the substance is difficult to understand,negatif
Vice Presidential Candidate Serial Number Gibran Rakabuming Raka said that downstreaming would continue and expand its scope. This was expressed in the Vice Presidential Debate on Sunday,positif
Vice presidential candidate number responds to Gus Muhaimin who answered questions with a notebook during the vice presidential debate last week,positif
Vice presidential candidate number one mentioned a good example of how to ensure that village communities do not leave their villages,positif
"vice presidential candidate serial number said Indonesia has the largest nickel reserves in the world, Indonesia has the second largest tin reserves in the world, we must continue the downstream program",positif
wow really,positif
Gibran was hit by the rain to greet the people of Jember,positif
"visited the king of Maluku, Gibran Rakabuming, promised equitable development",positif
"presidential candidate number Prabowo said not because of our personal ambitions to incite and mislead the people, this was conveyed in the presidential candidate debate on Sunday",positif
Prabowogibran candidate number Prabowogibran's strategy for improving defense and security,positif
Forgot to google Yangy,netral
The presence of presidential candidate Ganjar Pranowo at the launch of the Sakti KTP together with the Boyolali community,netral
"When visiting the Kebon Agung market in Boyolali, the traders welcomed Pak Gangar warmly and enthusiastically",positif
Mahfud MD is the solution to improving the law in Indonesia Nadia Omara cheating on flight attendant Elmer Butet Rozi,positif
"with the free vocational school program, presidential candidate Ganjar Pranowo believes it could be an effort to eradicate poverty",netral
Presidential candidate Ganjar Pranowo dialogues with Gen Z and Millennials in the digital and technology fields,netral
"Even though it was raining, hundreds of villagers from various circles were still enthusiastic and happy to welcome the reward on Friday December evening",positif
Ibu Atikoh held a dialogue about rising UMKM and great women with the Tegal community,positif
"The excitement of the Mobile Legends Saga Esports tournament with Friends of GP has arrived in West Bandung Regency, here is a picture of the excitement of the tournament which took place on Saturday",positif
Presidential candidate Ganjar Pranowo stayed overnight in one of the residents' houses in Peloksari Boyolali hamlet,netral
presidential candidate serial number Ganjar Pranowo received questions from gen z and millennials about how to become entrepreneurs in the digital and technology fields,positif
Vice President Nourut Mahfud MD ended his East Java campaign by visiting Banyuwangi Friday,netral
Get out of the Gangar car and immediately greet the traders and market visitors who greet him,positif
every district and city is an effort to alleviate poverty and improve the quality of human resources,negatif
"Wonogiri district, Central Java on Friday",netral
various levels of society,netral
"My first ladies and gentlemen, Boss Shenggol, please",positif
set of test bags. Let's support Pranowo to become President of the Republic of Indonesia,positif
"At the launch of the Sakti KTP, Ganjar Pranowo emphasized that the Sakti Card can reach all levels of society with government assistance",netral
"Presidential candidate number three visited the Kebon Agung market, ngemplak Boyolali, this morning at the market, Ganjar bought up some vegetables, then had soto Ganjar for breakfast with his entourage and arrived at the Kebon Agung market.",positif
"Presidential candidate serial number Ganjar Pranowo is again staying at a resident's house during the campaign. This time, Ganjar Pranowo is staying at one of the residents' houses in Peloksari hamlet, Senting village, Sambi sub-district, Boyolali district.",positif
Ganjar Mahfud Jokowi supports Ganjar,positif
Pak Gangar greets residents in Bulakan Sukoharjo. Jokowi supports Gangar,positif
"Ganjar Pranowo received questions from Gen Z and Millennials about how to become an entrepreneur in the digital and technology fields, having a dialogue together at Omah Terap Resto, Selogiri District, Wonogiri Regency, Central Java on Friday",netral
"Aspiring leader, cool and handsome, Jokowi supports Ganjar",positif
Jokowi's caring tobacco farmers support gajar,positif
It's really exciting for Jokowi to support Ganjar,positif
He is also confident that he can achieve victory in the presidential election with Ganjar Pranowo,positif
Ganjar Pranowo explains how farmers can get help and be registered as recipients of subsidized fertilizer. Jokowi supports Gangar,positif
"During a blusukan at the Kebon Agung Ganjar Pranowo market, you not only shopped for vegetables but also enjoyed soto breakfast while interacting with local traders.",positif
"Presidential candidate number three Ganjar Pranowo went on a visit to the Kebon Agung market, ngemplak Boyolali this morning at the market, Ganjar bought some vegetables and then had soto for breakfast.",positif
"In the spirit of not supporting Gangarmahfud, you must be enthusiastic like thousands of spectators at a Balinese people's party",positif
"Bous in Bali is really busy, apparently in support of Gangarmahfud towards the presidential election, continue and stay orderly, friends",positif
Gangarmahfud is the solution to the problem of food needs in Indonesia,negatif
ndx will succeed in making tens of thousands of spectators sway at the Sukoharjo people's party,positif
Gangarmahfud supports internet availability through a super fast internet wake-up program,positif
Gangarmahfud is here with the proud farmers to farm program which will raise the welfare of the agricultural sector,positif
"Ganjarmahfud innovation, safe food supply, friendly prices, ready to be enjoyed by all levels of society",positif
"Building a future without corruption, Ganjar Pranowo and Mahfud MD hit with the KKN brush",netral
Medan residents enthusiastically welcomed Mr Ganjar,positif
Farmers' appreciation for Mr Ganjar Mahfud,positif
"presidential candidate number ganjar pranowo promotes the flagship program of one village, one health facility, one health worker, KPPS January",positif
is a challenge for most Indonesian people,positif
Indonesia excels in moving quickly to create a just and sustainable maritime country,positif
"affordable for all Indonesian people. For more details, just watch the following video",netral
"super fast internet building program, just watch the following video for more details",positif
destroy the parasites in this country including the sycophants who are afraid of hunger so they are willing to obey orders to win one of the candidate pairs with just one word against,negatif
Wrong targets in providing social assistance. Social assistance to the community is still a problem that often occurs,negatif
This program aims to overcome the problem of home ownership which is still a challenge for the majority of Indonesian people,negatif
"Ganjarmahfud, presidential and vice presidential candidate number three, who prioritizes the welfare of the people, announced their ambitious flagship program, the million housing program for the community.",positif
"Hopefully the new employment program from the Gangarmahfud couple can be realized. Don't forget to support them, gessss",positif
"Awesome, Ganjar Mahfud couple is also ready with their housing program",positif
"To reduce the unemployment rate, the Gangarmahfud couple has prepared a graduate program for sure of employment",positif
Ganjar Mahfud's commitment to improving the welfare of farmers through the proud farmers program,positif
"Later, in the hands of the Ganjarmahfud couple, social assistance will be distributed on target to the recipients",netral
The development of MSMEs and cooperatives in Indonesia is a priority for Vice Presidential Candidate Gangarmahfud,netral
Ganjarmahfud couple's commitment to the welfare of workers by increasing labor incentives,positif
support the Ganjarmahfud couple who are ready to provide super fast and free internet in this digital era,positif
Improving workers' welfare is a commitment that presidential candidate Ganjar Pranowo will carry out if he is later trusted to become President of the Republic of Indonesia,positif
"Presidential candidate candidate number Ganjar Pranowo is promoting the flagship program one village, one health facility, one health worker",positif
"Presidential candidate Ganjar Pranowo will prioritize the development of micro, small and medium enterprises or MSMEs and cooperatives, both of which, according to Ganjar, are the mainstay of the national economy.",netral
